,text
2025,"['want', 'dance']"
2026,"['cook', 'chicken', 'spaghetti', 'buffalo', 'family', 'come', 'home']"
2027,"['give', 'prescription', 'use', 'still', 'really', 'sick', 'saturday', 'pain', 'killer']"
2028,"['ridiculous', 'sad']"
2029,"['eat', 'front', 'computer', 'cant', 'hehe']"
2030,"['free', 'taker']"
2031,"['wont', 'kiss']"
2032,"['want', '2', 'know', 'come', 'name', 'doll', 'lol', 'jenn', 'bake', 'cake', 'use', 'easy', 'bake', 'oven', 'cabbage', 'kid']"
2033,"['actually', 'might', 'tomorow', 'coz', 'feel', 'movie']"
2034,"['listen', 'metallic', 'need', '1', 'morning']"
2035,"['dye', 'hair', 'dark', 'chop', 'long', 'enough', 'pony', 'tail', 'yay', 'spontaneity']"
2036,"['bad', 'hope', 'post', 'soon']"
2037,"['jonas', 'brother', 'please', 'come', 'belfast', 'ireland']"
2038,"['feel', 'bad']"
2039,"['16', 'mile', 'bike', 'ride', 'last', 'night', 'run', 'uphill', 'realise', 'tho', 'lot', 'people', 'run', 'ease']"
2040,"['hot', 'mess', 'let', 'anyone', 'tell', 'otherwise', 'lol', 'lock', 'lol', 'mimic', 'ryan', 'leslie', 'next', 'time']"
2041,"['think', 'ill', 'give', 'try', 'tonight', 'see']"
2042,"['suck', 'wait', 'wait', 'wait', 'last', 'one']"
2043,"['forget', 'say', 'goodbye', 'today', 'leave']"
2044,"['havent', 'talk']"
2045,"['miss', 'party', 'stupid', 'parent', 'ad']"
2046,"['thats', 'ok', 'aye', 'little', 'stressed', 'fine']"
2047,"['watch', 'house']"
2048,"['stuff', 'nail', 'stop', 'bite', 'nice']"
2049,['time']
2050,"['night', 'gang', 'hope', 'great', 'night', 'sleep', 'sweet', 'dream']"
2051,"['rent', 'soon', 'hope', 'home', 'tonight', 'though', 'train', 'problem']"
2052,['crap']
2053,"['ate', 'lunch', 'today', 'mysterious', 'funny', 'bit', 'strange', 'nice', 'person', 'though']"
2054,"['silence', 'silence', 'bow']"
2055,"['twitter', 'slow', 'tonight']"
2056,"['yay', 'ze', 'track', 'banquet']"
2057,"['jus', 'watch', 'grey', 'anatomy', 'finally', 'cry', 'much']"
2058,"['plane', 'scene', 'involve', 'sniff', 'belgian', 'illinois', 'miss', 'roxy']"
2059,"['remember', 'breathe', 'lol', 'shake']"
2060,"['jog', 'wait', 'boyfriend', 'home', 'nice', 'walk']"
2061,"['yea', 'wouldnt', 'moral', 'ok']"
2062,"['excite', 'act', 'tomorrow']"
2063,"['damn', 'rainy', 'weekend']"
2064,"['actually', 'make', 'coffee', 'today', 'send', 'sunshine', 'cologne', 'right']"
2065,"['comp', 'internet', 'access', 'use', 'proxy', 'comp', 'cant', 'internet']"
2066,"['cant', 'make', 'tonight', 'home', 'effed', 'staying', 'ill', 'wave', 'back', 'lol']"
2067,"['om', 'think', 'one', 'brain', 'ive', 'say', 'alt', 'delete', 'head', 'follow', 'mistake']"
2068,"['waitin', 'follower', 'back', 'lose', 'em', 'deletion', 'old', 'twitter', 'find']"
2069,"['hug', 'anyway']"
2070,"['lol', 'know', 'must', 'know', 'talk', 'come', 'leg', 'shaking']"
2071,"['finish', 'watch', 'whole', 'season', '5', 'use', 'huh', 'want', 'happy', 'season', 'finale', 'thou']"
2072,"['ever', 'see', 'terrible', 'cover', 'band', 'herwith', 'ferry', 'might', 'use', 'one']"
2073,"['fridays', 'got', 'ultimate', 'margarita', '30', 'min', 'boss', 'see', 'laker', 'game', 'back', 'war', 'buzz']"
2074,"['oh', 'dear', 'need', 'help', 'since', 'cant', 'subtract', '32', 'number', 'need', 'summer']"
2075,"['last', 'night']"
2076,"['much', 'freak', 'ouy', 'move', 'mother', 'may', 'est', 'study', '4', 'chapter', 'next', 'thursday', 'exam']"
2077,"['goin', 'fulfill', 'rehearse', 'piano', 'part', 'distance', 'group', 'tomorrow', 'let', 'hope', 'wake']"
2078,"['er', 'vega', 'possible', 'gall', 'bladder', 'appendix', 'issue', 'miss', 'ticket', 'lion', 'king']"
2079,"['feel', 'one', 'columbus']"
2080,"['people', 'theyve', 'candle', 'normal']"
2081,"['haha', 'gon', 'na', 'ticket', 'mine', 'answer', 'suicide', 'xoxo']"
2082,"['son', 'alto', 'spending', 'weekend', 'girlfriend', 'live', 'way', 'across', 'country', 'see', 'month', 'take', 'time', 'call', 'mommie']"
2083,"['ill', 'leave', 'alone', 'delusion', 'lol']"
2084,"['meeting', 'super', 'neat', 'enjoy', 'rest', 'tour']"
2085,"['whole', 'idea', 'gay', 'unsexy', 'ashley']"
2086,"['body', 'ache', 'today', 'schedule', 'quite', 'packed', 'sadly', 'must', 'postpone', 'writing']"
2087,"['night', 'ill', 'try', 'tomorrow']"
2088,"['roll', 'still', 'trot', 'limit', 'james', 'heat']"
2089,"['create', 'first', 'valid', 'bit', 'son', 'hurrah', 'need', 'tea', 'milk']"
2090,"['floyd', 'malign', 'please', 'hate', 'floyd']"
2091,"['well', 'damn', 'die', 'damn', 'white', 'undead', 'racist', 'haha']"
2092,"['saw', 'twitter', 'maintenance', 'couple', 'whatever']"
2093,"['celeb', 'crush', 'sean', 'connery', 'paul', 'walker', 'davy', 'jones', 'zac', 'fron', 'shit', 'labour', 'besides', 'bob']"
2094,['awake']
2095,"['actually', 'cant', 'wait', 'thats', 'cant', 'wait', 'whole', 'year', 'back', 'wont', 'allow', 'cant', 'possibly', 'wait', 'next', 'summer']"
2096,"['cant', 'sleep']"
2097,"['wish', 'could', 'afford', 'donate', 'download', '5', 'brother', 'million', 'sister', 'darn', 'concert', 'make', 'break']"
2098,"['surely', 'green', 'lantern']"
2099,"['wait', 'link', 'santino', 'hoop', 'ahah', 'thats', 'oooo', 'bra', 'stalk']"
2100,"['shit', 'exam', 'tomorrow', 'boo', 'little', 'fishies', 'sick']"
2101,"['one', 'name', 'lifelong', 'quest']"
2102,"['negative', 'honesty', 'ok', 'hope', 'model', 'home', 'safely']"
2103,"['make', 'pancake', 'est', 'timeout', 'bad', 'say', 'myselfto', 'back']"
2104,"['still', 'rain', 'eat', 'bunch', 'ore']"
2105,"['course', 'peanut', 'butter', 'practically', 'health', 'food', 'scoff', 'brownie']"
2106,"['still', 'chill', 'coworker', 'say']"
2107,"['much', 'shes', 'awesome', 'lol']"
2108,"['talbot', 'shirt', 'prince', 'wale', 'shirt', 'miss', 'freak', 'idea', 'put', 'last']"
2109,"['sorry', 'meet']"
2110,"['sad', 'come', 'imagination', 'show', 'oo', 'try', 'use', 'theme', 'either']"
2111,"['bee', 'spray', 'kill', 'first', 'scoop', 'cup']"
2112,"['know', 'anyone', 'eligible', 'study', 'perception', 'romantic', 'relationship', 'spread', 'word']"
2113,"['great', 'today', '10', 'hour', 'worth', 'look', 'forward', 'tomorrow', 'look', 'forward', 'early', 'wake', 'night']"
2114,"['try', 'cant', 'onto', 'site']"
2115,"['neither', 'sock']"
2116,"['thats', 'back', 'bed', 'look', 'ill', 'come', 'home']"
2117,"['old', 'still', 'charlie', 'broker', 'discuss', 'deal', 'deal']"
2118,"['twilight', 'book', 'great']"
2119,"['make', 'smile', 'well', 'persevere', 'inspiration']"
2120,"['oh', 'lord', 'back', 'run', 'must', 'say', 'quite', 'warm', '2', 'mile', 'seem', 'farther']"
2121,['shawn']
2122,"['nice', 'time', 'pub', 'newton', 'helen']"
2123,"['great', 'way', 'look', 'bad', 'allergy', 'hate', 'hah']"
2124,"['june', 'ith', 'india', 'live', 'telecast', 'bummer']"
2125,"['talk', 'bark', 'obama', 'would', 'dream', 'come', 'true']"
2126,"['careful', 'spelled']"
2127,"['bout', 'eat', 'breakfast', 'family', 'tummy', 'hurt', 'though']"
2128,"['ta', 'writing', 'shop', 'tomorrow', 'excite']"
2129,"['unless', 'course', 'happen', 'wrestling', 'fan', 'especially', 'ew']"
2130,"['ok', 'time', 'sleep', 'long', 'tomorrow', 'night', 'twitter']"
2131,"['statistic', '140', 'follow', '144', 'follower', '92', 'update', '72', 'reader', 'adonai', 'newsletter', '25', 'va', 'pentru', 'interest']"
2132,"['hope', 'even', 'fiction']"
2133,"['sun', 'shin', 'stuck', 'office']"
2134,"['deluxe', 'tonight']"
2135,"['god', 'bless', 'soul', 'cheer', 'need', 'cheer', 'upset']"
2136,"['yup', 'well', 'absorb', 'research', 'info', 'mo', 'steep', 'learning', 'curb', 'mixed', 'larger', 'mountain', 'climb', 'surf', 'today']"
2137,"['new', 'show', 'call', 'obsess']"
2138,"['hi', 'hear', 'mean', 'slow', 'snail', 'would', 'know', 'thought']"
2139,"['apparently', 'firebox', 'consider', 'firebox', 'dildo', 'word']"
2140,"['seem', 'sceptic', 'party', 'sweden', 'lose', 'seat', 'parliament']"
2141,"['morning', 'exit', 'interview', 'move', 'wed', 'today', 'focus', 'prepping', 'ipod', 'lesson', 'update', 'sync', '30', 'ipod']"
2142,"['chaos', 'trans', 'street', 'innocent', 'dying']"
2143,"['thats', 'one']"
2144,"['still', 'ta', 'check']"
2145,"['everything', 'susan', 'boyle', 'correct']"
2146,"['lil', 'wayne', 'session', 'one', 'hour', 'til', 'disney', 'session']"
2147,"['try', 'figure', 'twitter', 'outis', 'confuse']"
2148,"['find', 'little', 'dog', 'look', 'tiny', 'chihuahua', 'bigger', 'wont', 'drink', 'water', 'wonder', 'come']"
2149,"['link', 'block', 'ill', 'check', 'home', 'hour']"
2150,"['guess', 'unlimited', 'texting', 'tell', 'people', 'text', 'without', 'worry', 'run', 'low', 'text']"
2151,"['think', 'slight', 'obsession', 'book']"
2152,"['head', 'hurt', 'long', 'weekend']"
2153,"['movie', 'tonight', 'ill', 'hit', 'party', 'early']"
2154,"['em', 'bein', 'sick', 'since', 'bed', 'till', 'beyond', 'tired', 'right']"
2155,"['ooooh', 'well', 'nice', 'scramble', 'egg', 'toast', 'morn']"
2156,"['take', 'shower']"
2157,"['guess', 'stick', 'web', 'tonight']"
2158,"['id', 'give', 'coffee', 'beg', 'yr', 'fell', 'wagon', 'recent', 'flare', 'coffee', 'equal', 'stay', 'away']"
2159,"['watch', 'movie', 'melissa']"
2160,"['fuck', 'life', 'ugly', 'fat', 'guess', 'one', 'fit', 'wish', 'genie', 'lamp', 'real']"
2161,"['late', 'drinking', 'cheap', 'merlot', 'yum']"
2162,"['crap', 'try', 'one', 'sorry', 'burden']"
2163,"['neon', 'cover', 'lovely', 'original', 'stuff', 'rock', 'keep', 'rock']"
2164,"['wake', 'sick', 'one', 'look', 'either']"
2165,"['happens', 'favorite', 'variation']"
2166,"['never', 'think', 'would', 'see', 'would', 'stop', 'playing', 'wow']"
2167,"['idea', 'show', '88', 'yr', 'old', 'mostly', 'blind', 'hard', 'hear', 'limited', 'mobility', 'self', 'worth']"
2168,"['whole', 'page', 'full', 'ur', 'ass', 'mother', 'give', 'one', 'saltine']"
2169,"['well', 'try', 'make', 'friend', 'follow', 'want', 'open', 'twitter', 'account', 'sorry']"
2170,"[""i'm"", 'gon', 'na', 'pray', 'babysitting', 'tonight', 'kid', 'evil', 'think', 'pray']"
2171,"['4', 'till', 'see', '3', 'people', 'miss']"
2172,"['def', 'ill', 'vine', 'try', 'time', 'sneak', 'peak', 'awesome', 'yesterday', 'buen', 'trabajo', 'jonas', 'job']"
2173,"['miss', 'roommate']"
2174,"['actually', 'great', 'name', 'ever', 'want', 'open', 'massage', 'parlor', 'wont', 'one', 'massaging']"
2175,"['sorry', 'megan', 'hey', 'atleast', 'youll', 'beach', 'today', 'sometime']"
2176,"['stand', 'mesh', 'boff', 'ost', 'listen']"
2177,"['bout', 'prep', 'hair']"
2178,"['cry', 'lauren', 'sad', 'music', 'terrible', 'thing', 'well', 'big', 'thing', 'tonight']"
2179,"['en', 'route']"
2180,"['upset', 'instant', 'download', 'uplifted', 'inbox', 'tell', 'purchase']"
2181,"['wait', 'beautiful', 'woman', 'come', 'pick', 'damn', 'government', 'take', 'licence']"
2182,"['wish', 'full', 'still', 'lookin', 'food', 'tickle', 'tummy']"
2183,"['know', 'yet', 'hahaha', 'wish', 'classmate', 'though']"
2184,"['workout', 'workout', 'workout']"
2185,"['newbie', 'twitter', 'world', 'hello', 'everyone', 'help', 'load', 'twitter', 'onto', 'tree', 'smartphone', 'would', 'awesome']"
2186,"['well', 'alarm', 'set', '810', 'outta', 'bed', '945', 'friday', 'one', 'sleep']"
2187,"['id', 'break', 'even']"
2188,"['nina', 'watch', 'telly', 'tweet', 'tomorrow', 'night', 'tweet', 'tweet', 'ex']"
2189,"['edit', 'brad', 'christian', 'bale', 'video', 'taking', 'year']"
2190,"['damn', 'hot', 'wait', 'bus', 'wan', 'na', 'school', 'today']"
2191,"['lol', 'hope', 'fall', 'asleep', 'lakers', 'though', 'still', 'kinda', 'wait', 'sample', 'ur', 'food', 'chef']"
2192,"['phase', 'look', 'ive', 'whole', 'lot', 'tweaking', 'though']"
2193,"['damn', 'matchbook', 'twenty']"
2194,"['lucky', 'guy', 'rock']"
2195,"['never', 'tell', 'tell', 'everyone', 'hear', 'chick', 'say', 'crack', 'say']"
2196,['pixie']
2197,"['indiana', 'baptist', 'sunday', 'pray', 'summer', 'missionary']"
2198,"['beautiful', 'stand', 'lip', 'gorgeous']"
2199,"['edit', 'photo', 'really', 'appeal', 'right']"
2200,"['sat', 'gay']"
2201,"['official', 'say', 'jealous', 'person', 'right', 'couldnt', 'due', 'exams']"
2202,['well']
2203,"['training', 'fun', 'time', 'dinner', 'shower', 'wonderful', 'monday', 'evening']"
2204,['tired']
2205,"['crazy', 'shit', 'stress', 'ugh']"
2206,"['word', 'wise', 'make', 'someone', 'unless', 'wear', 'chapstick', 'lip', 'hurt']"
2207,"['sunday', 'sesh', 'progress', 'twitter']"
2208,"['wonder', 'two', 'thing', 'link']"
2209,"['mine', 'cut', 'yesterday', 'today', 'far', 'whats', 'stacey']"
2210,"['cold', 'pit', 'ooooh', 'wed', 'exciting']"
2211,"['know', 'bad', 'couldnt']"
2212,"['noon', 'feel', 'ta', 'wake']"
2213,"['live', 'friday', 'could', 'cool', 'stan', 'pac', 'home', 'saturday', 'series']"
2214,"['fish', 'chip', 'ive', 'start', 'debate', 'ill', 'send', 'listen', 'link', 'show', 'end']"
2215,"['tee', 'hee']"
2216,"['oh', 'well', 'hope', 'guy', 'could', 'talk', 'thing']"
2217,"['keep', 'realize', 'school', 'almost', 'ill', 'able', 'read', 'book', 'soon']"
2218,"['oh', 'god', 'talk', '2', 'new', 'request', 'damn']"
2219,"['america', 'damn', 'big', 'people', 'never', 'leave', '100', 'mile', 'area', 'lead', 'agreement', 'issue', 'lot']"
2220,"['somebody', 'break', 'camera']"
2221,"['want', 'home', 'sit', 'garden', 'nap', '3', '12', 'hour']"
2222,"['ta', 'people', 'tweet', 'let', 'keep', 'spread', 'word']"
2223,"['oh', 'sorry', 'hear', 'doctor', 'hope', 'feel', 'well', 'soon']"
2224,['run']
2225,"['oww', 'meany']"
2226,"['celebs', 'dissect', 'right']"
2227,"['turn', 'iphone', 'today', 'data', 'everything', 'everything', 'fine']"
2228,"['would', 'ever', 'grateful', 'people', 'could', 'watch', 'video', 'please', 'thank']"
2229,"['something', 'finish', 'watch', 'keep', 'kardashians', 'soup']"
2230,"['rajah', 'web', 'activate', 'telephone']"
2231,"['would', 'ooh', 'come', 'hang']"
2232,"['today', 'nice', 'blue', 'rain', 'thats', 'amaze', 'rain', 'three', 'today', 'haha']"
2233,"['look', 'awesome', 'ill', 'sign', 'tonight']"
2234,"['yeah', 'kelly', 'carson', 'rove', 'rock']"
2235,"['thanks', 'follow']"
2236,"['karma', 'laura', 'meet', 'river', 'city', 'yesterday', 'nice', 'clue', 'anyway', 'autograph']"
2237,"['lol', 'enjoy', 'attention', 'really']"
2238,"['weed', 'weed', 'weed']"
2239,"['eat', 'cherry', 'yummy', 'help', 'tummy']"
2240,"['lol', 'chuck', 'rabbit', 'maybe', 'roll', 'bacon', 'first', 'cook', 'em', 'fab', 'pic']"
2241,"['play', 'around', 'network', 'ta', 'use', 'tiny', 'key']"
2242,"['time', 'twitter']"
2243,"['soooo', 'hungry']"
2244,['sleep']
2245,"['enjoy', 'first', 'saturday', 'morning', 'home', '4', 'month']"
2246,"['act', 'ten', 'make', 'stupid', 'saw', 'bin']"
2247,"['ur', 'suppose', 'tho']"
2248,"['week', 'time', 'arabian', 'though']"
2249,"['well', 'lunch', 'time', 'finally', 'halfway', 'shift']"
2250,"['oh', 'sometime', 'keep', 'private', 'enjoy', 'space']"
2251,"['hop', 'hosting', 'company', 'would', 'reply', 'request', 'window', 'ups', 'hosting']"
2252,"['please', 'help', 'pass', 'kardashians']"
2253,"['thanks', 'write', 'andrew', 'always', 'nice', 'first', 'unlikely', 'ill', 'last', 'encounter', 'twitter']"
2254,['affect']
2255,"['want', 'hot']"
2256,"['jeanette', 'soooo', 'type', 'bad', 'know', 'exist']"
2257,"['way', 'see', 'flaunt']"
2258,"['shop', 'see', 'later']"
2259,"['shower', 'time', 'look', 'another', 'stick', 'house', 'truth', 'staying', 'helen', 'gon', 'na', 'well', 'bored']"
2260,"['trick', 'show', 'location']"
2261,"['morning', 'tweet', 'enjoy', 'sunday', 'god', 'bless']"
2262,"['errand', 'house', 'clean', 'put', 'even', 'time', 'test', 'prep', 'gon', 'na', 'lawyer']"
2263,"['fucking', 'excite', 'ap', 'tour', 'tonight']"
2264,"['best', 'job', 'world', 'yes', 'australia']"
2265,"['mom', 'heath', 'ledger']"
2266,"['study', 'exam']"
2267,"['happy', 'homecoming', 'forward']"
2268,"['right', 'bed', 'ill', 'tweet', 'morning', 'sweet', 'dream']"
2269,"['way', 'last', 'school', 'raining']"
2270,"['change', 'plan', 'cant', 'pass', 'pool', 'time', 'sun', 'anyone', 'want', 'join']"
2271,"['sad', 'thing', 'kickball', 'havent', 'make', 'one', 'single', 'game', 'miss', 'one', 'move']"
2272,"['haha', 'point', 'look', 'live', 'australia', 'bind', 'hope', 'die']"
2273,"['ahah', 'phone', 'nearly', 'dead']"
2274,"['oh', 'thats', 'ull', 'miss', 'hehe', 'say', 'alcoholic', 'lol']"
2275,"['sometimes', 'wish', 'stay', 'home']"
2276,"['thanks', 'cute', 'havent', 'home', 'many', 'year', 'havent', 'see', 'person']"
2277,"['need', 'buy', 'short', 'stop', 'cut', 'pant']"
2278,"['volleyball', 'game', 'yesterday', 'ok', 'kinda', 'hurt', 'knee']"
2279,"['training', 'need', 'run']"
2280,"['damn', 'cant', 'find', 'jean', 'fit', 'thats', 'size', '1112']"
2281,['awesome']
2282,"['havent', 'see', 'twilight', 'yet', 'plan', 'hear', 'gripe', 'intrigued']"
2283,"['goin', 'drivin', 'waif', 'buzz', 'den', 'maybe', 'movie', 'mia', 'shop', 'meet', 'noo']"
2284,"['ha', 'ha', 'thanks']"
2285,"['last', 'year', 'first', 'year', 'uni', 'year']"
2286,['thank']
2287,"['congrats', '800', 'follower']"
2288,"['know', 'tap', 'well', 'hope', 'savouring', 'take', 'long']"
2289,"['wait', 'sorry', 'fan', 'follow', 'still', 'learn', 'twitter']"
2290,"['internet', 'tether', 'option']"
2291,"['amaze', 'service', 'tonight', 'team', 'awesome', 'job', 'spirit', 'record']"
2292,"['ive', 'see', 'abit', 'trailer', 'sec', 'still', 'look', 'amazing', 'must', 'twilight', 'soon']"
2293,"['channel', 'dateline', 'special', 'cant', 'find']"
2294,"['gon', 'na', 'laters']"
2295,"['parent', 'come', 'home', 'detroit', 'speak', 'miss', 'much', 'wow', 'much', 'sound', '4', 'year', 'old']"
2296,"['god', 'damnit', 'need', 'money', 'chrome']"
2297,"['yeah', 'nothing', 'even', 'come', 'store']"
2298,"['may', 'happy', 'guy', 'nothing', 'compare', 'past', 'miss']"
2299,"['lol', 'thanks', 'sign', 'throw', 'pic']"
2300,"['britain', 'shit']"
2301,"['learn', 'school']"
2302,"['rip', 'crowley']"
2303,"['wow', 'emily', 'send', 'cute', 'lovely', 'xoxo']"
2304,"['shower', 'breaky', 'caravan', 'couple', 'payback', 'monday', 'though']"
2305,"['hehe', 'cheer', 'advice', 'hope', 'great', 'long', 'weekend']"
2306,"['kool', 'mine', 'let', 'know', 'come']"
2307,"['seem', 'previous', 'owner', 'place', 'leave', 'mo', 'rubble', 'mo', 'trouble', 'drain', 'clog', 'kind', 'dirt', 'plumber', 'tomorrow']"
2308,"['move', 'computer', 'room', 'yay']"
2309,"['dome', 'high']"
2310,"['small', 'wall', 'place', 'city', 'sometimes', 'usually', 'best', 'food']"
2311,"['oh', 'thats', 'weird']"
2312,"['play', 'beach', 'est', 'time', 'would', 'great', 'would', 'ith', 'time', 'seein']"
2313,['yep']
2314,"['hop', 'youd', 'one', 'mind', 'je', 'much', 'lot', 'stuff']"
2315,"['alive', 'text', 'back']"
2316,"['really', 'wish', 'room', 'clean']"
2317,"['red', 'velvet', 'cupcake']"
2318,"['think', 'bundle', 'mall', 'adelaide', 'tomorrow', 'stalk']"
2319,[]
2320,"['first', 'time', 'say', 'totally', 'know', 'talk', 'think', 'funny']"
2321,"['wow', 'want', 'friend', 'boo', 'friend', 'suck']"
2322,"['couldnt', 'vote']"
2323,"['lol', 'right', '50']"
2324,"['oh', 'shit', 'sorry', 'hear', 'man', 'kid']"
2325,"['ive', 'decide', 'sooo', 'happy']"
2326,"['gash', 'finally', 'lazy', 'decide', 'upload', 'photo', 'usb', 'cord', 'camera']"
2327,"['pack', 'tomorow', 'need', 'well', 'move', 'weekend', 'news', 'girl', 'well']"
2328,"['put', 'money', 'mouth', 'katy', 'perry', 'wake', 'vega']"
2329,"['fine', 'yes', 'isa', 'venezuela']"
2330,"['play', 'castle', 'crasher']"
2331,"['sizzle', 'mum', 'birthday', 'dinner']"
2332,"['omits', 'talkin', '2', 'weird', 'twitter', 'havin', 'problem', 'cant', 'see', 'tweet']"
2333,"['dude', 'stop', 'play', 'ago', 'sorry']"
2334,"['clean', 'baby', 'beta', 'fish', 'tank', 'hes', 'swim', 'michael', 'help']"
2335,"['free', 'look', 'way']"
2336,"['one', 'leave', '6', 'exam', 'stretch', 'three', 'week', 'though']"
2337,"['start', 'lot', 'run', 'around', 'excite', 'drive', 'scenic']"
2338,"['one', 'school', 'week', 'look', 'house', 'tomorrow', 'move', 'away', 'kaufman']"
2339,"['read', 'harry', 'potter', 'yeah', 'use', 'cell', 'right', 'haunt', 'see', 'ur', 'abt', 'clothes', 'thinkin']"
2340,"['okay', 'crazy', 'deal']"
2341,"['transformer', 'want', 'decent', 'top', '100', 'say', 'find', 'another', 'movie', 'avoid']"
2342,"['welcome', 'family', 'unfortunately', 'friend', 'rightnow']"
